"date","year","day","yday","month","temp"
"1973-05-12",1973,12,132,5,4.93771931654739
"1973-05-13",1973,13,133,5,10.1017461574234
"1973-05-14",1973,14,134,5,5.85600507493662
"1973-05-15",1973,15,135,5,15.5057574732191
"1973-05-16",1973,16,136,5,7.60039181071389
"1973-05-17",1973,17,137,5,4.25318374249013
"1973-05-18",1973,18,138,5,18.0650328188414
"1973-05-19",1973,19,139,5,5.99794263948834
"1973-05-20",1973,20,140,5,10.8047229148942
"1973-05-21",1973,21,141,5,7.16487183504212
"1973-05-22",1973,22,142,5,15.2130589542449
"1973-05-23",1973,23,143,5,4.89218251907287
"1973-05-24",1973,24,144,5,7.69944864551607
"1973-05-25",1973,25,145,5,17.4300105924494
"1973-05-26",1973,26,146,5,12.0322099415523
"1973-05-27",1973,27,147,5,0.258620885483868
"1973-05-28",1973,28,148,5,12.6322766614629
"1973-05-29",1973,29,149,5,17.099356848919
"1973-05-30",1973,30,150,5,18.6129228013798
"1973-05-31",1973,31,151,5,5.36691373394485
"1973-06-01",1973,1,152,6,7.03565139531528
"1973-06-02",1973,2,153,6,17.5868539718565
"1973-06-03",1973,3,154,6,20.6543368657149
"1973-06-04",1973,4,155,6,6.38061068822609
"1973-06-05",1973,5,156,6,13.3460656966942
"1973-06-06",1973,6,157,6,10.1789050348354
"1973-06-07",1973,7,158,6,14.2150084661463
"1973-06-08",1973,8,159,6,1.34282587060442
"1973-06-09",1973,9,160,6,2.03853888821601
"1973-06-10",1973,10,161,6,5.62366253004324
"1973-06-11",1973,11,162,6,11.389679454316
"1973-06-12",1973,12,163,6,15.1079159810708
"1973-06-13",1973,13,164,6,12.4538290697829
"1973-06-14",1973,14,165,6,8.58104065951325
"1973-06-15",1973,15,166,6,6.75764160379518
"1973-06-16",1973,16,167,6,19.5022839324081
"1973-06-17",1973,17,168,6,10.678466166658
"1973-06-18",1973,18,169,6,0.996449366888132
"1973-06-19",1973,19,170,6,7.68680878704759
"1973-06-20",1973,20,171,6,5.11889295989592
"1973-06-21",1973,21,172,6,11.9606893015657
"1973-06-22",1973,22,173,6,9.21301352715257
"1973-06-23",1973,23,174,6,18.8272278788506
"1973-06-24",1973,24,175,6,12.7436751165469
"1973-06-25",1973,25,176,6,4.90480073726083
"1973-06-26",1973,26,177,6,30.1197465739239
"1973-06-27",1973,27,178,6,19.2311582828884
"1973-06-28",1973,28,179,6,9.13187244324423
"1973-06-29",1973,29,180,6,16.9421889991843
"1973-06-30",1973,30,181,6,4.83239046622496
"1973-07-01",1973,1,182,7,3.1799544049071
"1973-07-02",1973,2,183,7,9.40023315888447
"1973-07-03",1973,3,184,7,10.5457730473837
"1973-07-04",1973,4,185,7,-0.204273546257223
"1973-07-05",1973,5,186,7,19.0097413963208
"1973-07-06",1973,6,187,7,9.22604911718151
"1973-07-07",1973,7,188,7,5.22663096142063
"1973-07-08",1973,8,189,7,8.98729011341104
"1973-07-09",1973,9,190,7,4.67869987691663
"1973-07-10",1973,10,191,7,15.4545022543115
"1973-07-11",1973,11,192,7,12.1729326780542
"1973-07-12",1973,12,193,7,-5.22921863829003
"1973-07-13",1973,13,194,7,10.9697557956654
"1973-07-14",1973,14,195,7,2.82105285998787
"1973-07-15",1973,15,196,7,18.6614819465786
"1973-07-16",1973,16,197,7,9.82555859362648
"1973-07-17",1973,17,198,7,4.26566446772118
"1973-07-18",1973,18,199,7,6.40580983407597
"1973-07-19",1973,19,200,7,9.01072166645904
"1973-07-20",1973,20,201,7,6.70219969806544
"1973-07-21",1973,21,202,7,8.8373992455904
"1973-07-22",1973,22,203,7,9.15389916683069
"1973-07-23",1973,23,204,7,7.3869702767808
"1973-07-24",1973,24,205,7,0.838297996701453
"1973-07-25",1973,25,206,7,7.20731092055381
"1973-07-26",1973,26,207,7,2.29315352069046
"1973-07-27",1973,27,208,7,17.6917773688158
"1973-07-28",1973,28,209,7,7.86013922660605
"1973-07-29",1973,29,210,7,16.3662186976746
"1973-07-30",1973,30,211,7,16.8565131040403
"1973-07-31",1973,31,212,7,3.57009322651776
"1973-08-01",1973,1,213,8,9.90347936279048
"1973-08-02",1973,2,214,8,18.6365957647265
"1973-08-03",1973,3,215,8,9.84595651684519
"1973-08-04",1973,4,216,8,12.9340294516679
"1973-08-05",1973,5,217,8,10.7193045702421
"1973-08-06",1973,6,218,8,7.38719323579144
"1973-08-07",1973,7,219,8,9.91625444235332
"1973-08-08",1973,8,220,8,5.94371206871698
"1973-08-09",1973,9,221,8,4.28113368779175
"1973-08-10",1973,10,222,8,-1.32013934227099
"1973-08-11",1973,11,223,8,14.1016091828097
"1973-08-12",1973,12,224,8,17.5852319020386
"1973-08-13",1973,13,225,8,7.30487460573653
"1973-08-14",1973,14,226,8,0.170344056378839
"1973-08-15",1973,15,227,8,6.71595419840887
"1973-08-16",1973,16,228,8,11.8195156826136
"1973-08-17",1973,17,229,8,7.97111533691063
"1973-08-18",1973,18,230,8,5.97140565585944
"1973-08-19",1973,19,231,8,9.47070986954892
"1973-08-20",1973,20,232,8,3.68647824409456
"1973-08-21",1973,21,233,8,7.97738377989423
"1973-08-22",1973,22,234,8,9.09260913849594
"1973-08-23",1973,23,235,8,3.38149947512054
"1973-08-24",1973,24,236,8,15.8855569483481
"1973-08-25",1973,25,237,8,11.8950907463387
"1973-08-26",1973,26,238,8,12.4888883636074
"1973-08-27",1973,27,239,8,4.44094003776879
"1973-08-28",1973,28,240,8,13.2854396569316
"1973-08-29",1973,29,241,8,9.30727867485842
"1973-08-30",1973,30,242,8,13.3746694367331
"1973-08-31",1973,31,243,8,15.7376168964089
"1973-09-01",1973,1,244,9,2.3405852739696
"1973-09-02",1973,2,245,9,7.86822522379264
"1973-09-03",1973,3,246,9,10.6608227912977
"1973-09-04",1973,4,247,9,5.40858975123444
"1973-09-05",1973,5,248,9,16.358421931394
"1973-09-06",1973,6,249,9,13.7813500293036
"1973-09-07",1973,7,250,9,12.8248912090448
"1973-09-08",1973,8,251,9,0.782441161853523
"1973-09-09",1973,9,252,9,7.96069126874769
"1973-09-10",1973,10,253,9,4.27642869225073
"1973-09-11",1973,11,254,9,11.901730332097
"1973-09-12",1973,12,255,9,20.8586873526536
"1973-09-13",1973,13,256,9,4.8872688069903
"1973-09-14",1973,14,257,9,7.77108486261686
"1973-09-15",1973,15,258,9,3.76538518652741
"1973-09-16",1973,16,259,9,15.1868722784864
"1973-09-17",1973,17,260,9,5.31945034909096
"1973-09-18",1973,18,261,9,6.47796227090301
"1973-09-19",1973,19,262,9,11.7746529947852
"1973-09-20",1973,20,263,9,12.9483198498815
"1973-09-21",1973,21,264,9,10.2592428821443
"1973-09-22",1973,22,265,9,18.0494140905539
"1973-09-23",1973,23,266,9,10.5201976525578
"1973-09-24",1973,24,267,9,9.65179308334485
"1973-09-25",1973,25,268,9,22.9166000195105
"1973-09-26",1973,26,269,9,1.68793988235636
"1973-09-27",1973,27,270,9,23.4221951813844
"1973-09-28",1973,28,271,9,12.8022367634864
"1973-09-29",1973,29,272,9,14.41607496536
"1973-09-30",1973,30,273,9,0.79799488725428
"1973-10-01",1973,1,274,10,11.5044073493846
"1973-10-02",1973,2,275,10,-3.09845179378438
"1973-10-03",1973,3,276,10,17.0952783688
"1973-10-04",1973,4,277,10,6.02882583888751
"1973-10-05",1973,5,278,10,11.3860980548244
"1973-10-06",1973,6,279,10,9.36447136307068
"1973-10-07",1973,7,280,10,6.04043401372362
"1973-10-08",1973,8,281,10,11.5768568043716
"1973-10-09",1973,9,282,10,17.9888327215721
"1973-10-10",1973,10,283,10,7.65573645483631
"1973-10-11",1973,11,284,10,12.09733353295
"1973-10-12",1973,12,285,10,12.5822200799131
"1973-10-13",1973,13,286,10,10.8445865509656
"1973-10-14",1973,14,287,10,10.4182254414019
"1973-10-15",1973,15,288,10,8.61855347462093
"1973-10-16",1973,16,289,10,13.9341234281309
"1973-10-17",1973,17,290,10,9.89015270457893
"1973-10-18",1973,18,291,10,12.1140141868379
"1973-10-19",1973,19,292,10,15.6994941436602
"1973-10-20",1973,20,293,10,6.21992958715402
"1973-10-21",1973,21,294,10,2.97600751640885
"1973-10-22",1973,22,295,10,17.2240816609883
"1973-10-23",1973,23,296,10,9.11125067965045
"1973-10-24",1973,24,297,10,8.89748327979291
"1973-10-25",1973,25,298,10,4.09084250145099
"1973-10-26",1973,26,299,10,13.0538469543099
"1973-10-27",1973,27,300,10,3.72020293024278
"1973-10-28",1973,28,301,10,8.8632627315423
"1973-10-29",1973,29,302,10,10.0986848455235
"1973-10-30",1973,30,303,10,11.040519504977
"1973-10-31",1973,31,304,10,6.14121825529899
"1973-11-01",1973,1,305,11,5.15436602714054
"1973-11-02",1973,2,306,11,11.8695009700524
"1973-11-03",1973,3,307,11,21.0809380431004
"1973-11-04",1973,4,308,11,10.5873699088936
"1973-11-05",1973,5,309,11,4.55658598261581
"1973-11-06",1973,6,310,11,6.80311547756207
"1973-11-07",1973,7,311,11,1.83345299238711
"1973-11-08",1973,8,312,11,25.2423272468467
"1973-11-09",1973,9,313,11,8.69023510861792
"1973-11-10",1973,10,314,11,9.46095520747309
"1973-11-11",1973,11,315,11,12.7990049291137
"1973-11-12",1973,12,316,11,8.95379345419021
"1973-11-13",1973,13,317,11,7.53142160230829
"1973-11-14",1973,14,318,11,6.41119183966209
"1973-11-15",1973,15,319,11,21.527104751757
"1973-11-16",1973,16,320,11,15.5642504054025
"1973-11-17",1973,17,321,11,7.54296224405225
"1973-11-18",1973,18,322,11,11.4891669309744
"1973-11-19",1973,19,323,11,6.28634620515122
"1973-11-20",1973,20,324,11,8.78146219912322
"1973-11-21",1973,21,325,11,19.4404917788484
"1973-11-22",1973,22,326,11,7.11693197241976
"1973-11-23",1973,23,327,11,12.5792172456527
"1973-11-24",1973,24,328,11,3.96526708824155
"1973-11-25",1973,25,329,11,17.004689948675
"1973-11-26",1973,26,330,11,11.2243312041076
"1973-11-27",1973,27,331,11,16.2353760856275
"1973-11-28",1973,28,332,11,12.0751057019124
"1973-11-29",1973,29,333,11,10.90202992009
"1973-11-30",1973,30,334,11,19.5428806422393
"1973-12-01",1973,1,335,12,7.2419179031646
"1973-12-02",1973,2,336,12,12.4182144797128
"1973-12-03",1973,3,337,12,13.4082279989716
"1973-12-04",1973,4,338,12,5.85826165558014
"1973-12-05",1973,5,339,12,9.64063345595316
"1973-12-06",1973,6,340,12,16.2944248389174
"1973-12-07",1973,7,341,12,2.72730537773986
"1973-12-08",1973,8,342,12,4.6217546602015
"1973-12-09",1973,9,343,12,6.98674636624713
"1973-12-10",1973,10,344,12,6.39862552033503
"1973-12-11",1973,11,345,12,8.11369434049282
"1973-12-12",1973,12,346,12,11.5409437256847
"1973-12-13",1973,13,347,12,13.9839371428447
"1973-12-14",1973,14,348,12,13.8854045755146
"1973-12-15",1973,15,349,12,7.6414879200001
"1973-12-16",1973,16,350,12,19.6985349867483
"1973-12-17",1973,17,351,12,8.75911581186533
"1973-12-18",1973,18,352,12,2.61251787838991
"1973-12-19",1973,19,353,12,10.3568906089076
"1973-12-20",1973,20,354,12,16.5626153704807
"1973-12-21",1973,21,355,12,12.0648588746075
"1973-12-22",1973,22,356,12,10.8718544836122
"1973-12-23",1973,23,357,12,15.0864823885846
"1973-12-24",1973,24,358,12,2.49930048638603
"1973-12-25",1973,25,359,12,11.2397312684486
"1973-12-26",1973,26,360,12,8.99318733591874
"1973-12-27",1973,27,361,12,3.07475300298622
"1973-12-28",1973,28,362,12,10.7935215299265
"1973-12-29",1973,29,363,12,2.69088871698916
"1973-12-30",1973,30,364,12,10.6424586145986
"1973-12-31",1973,31,365,12,21.1262685327949
"1974-01-01",1974,1,1,1,10.5771082176769
"1974-01-02",1974,2,2,1,8.58842040765527
"1974-01-03",1974,3,3,1,13.3201347992597
"1974-01-04",1974,4,4,1,7.22374348617944
"1974-01-05",1974,5,5,1,16.3655164753892
"1974-01-06",1974,6,6,1,7.97965521319279
"1974-01-07",1974,7,7,1,11.8451446639824
"1974-01-08",1974,8,8,1,6.92632442595765
"1974-01-09",1974,9,9,1,13.6455130441664
"1974-01-10",1974,10,10,1,1.04177613055617
"1974-01-11",1974,11,11,1,14.1810987465622
"1974-01-12",1974,12,12,1,15.815559812914
"1974-01-13",1974,13,13,1,6.21206925842167
"1974-01-14",1974,14,14,1,12.1049593245511
"1974-01-15",1974,15,15,1,9.24230019450428
"1974-01-16",1974,16,16,1,6.56035359116256
"1974-01-17",1974,17,17,1,9.83717639821953
"1974-01-18",1974,18,18,1,12.8294452444685
"1974-01-19",1974,19,19,1,18.7500553007227
"1974-01-20",1974,20,20,1,-1.03408578980716
"1974-01-21",1974,21,21,1,10.8499786630052
"1974-01-22",1974,22,22,1,9.12869234883868
"1974-01-23",1974,23,23,1,4.61584946990188
"1974-01-24",1974,24,24,1,-2.33870595472536
"1974-01-25",1974,25,25,1,20.3801522402973
"1974-01-26",1974,26,26,1,9.75442770766148
"1974-01-27",1974,27,27,1,15.5016608051847
"1974-01-28",1974,28,28,1,6.69335463821636
"1974-01-29",1974,29,29,1,12.2723160055174
"1974-01-30",1974,30,30,1,10.4386602984361
"1974-01-31",1974,31,31,1,10.3097402692262
"1974-02-01",1974,1,32,2,10.3069713488441
"1974-02-02",1974,2,33,2,7.78412509394654
"1974-02-03",1974,3,34,2,5.51793766594181
"1974-02-04",1974,4,35,2,15.0934554130841
"1974-02-05",1974,5,36,2,9.110142597963
"1974-02-06",1974,6,37,2,18.1366021881573
"1974-02-07",1974,7,38,2,2.12482861465609
"1974-02-08",1974,8,39,2,11.8389309374966
"1974-02-09",1974,9,40,2,16.6480655779085
"1974-02-10",1974,10,41,2,19.3659852503634
"1974-02-11",1974,11,42,2,14.9668720860266
"1974-02-12",1974,12,43,2,16.2430602598346
"1974-02-13",1974,13,44,2,3.54437577072062
"1974-02-14",1974,14,45,2,2.64472034196287
"1974-02-15",1974,15,46,2,3.6945818556435
"1974-02-16",1974,16,47,2,5.74002401665094
"1974-02-17",1974,17,48,2,0.89559649608298
"1974-02-18",1974,18,49,2,14.2740836578945
"1974-02-19",1974,19,50,2,9.99918402037546
"1974-02-20",1974,20,51,2,16.1626139741468
"1974-02-21",1974,21,52,2,12.5893264465092
"1974-02-22",1974,22,53,2,14.3091993047601
"1974-02-23",1974,23,54,2,6.71674209187199
"1974-02-24",1974,24,55,2,8.56407330999883
"1974-02-25",1974,25,56,2,8.7448143481623
"1974-02-26",1974,26,57,2,5.36491913655021
"1974-02-27",1974,27,58,2,5.31075620664727
"1974-02-28",1974,28,59,2,25.5164593945918
"1974-03-01",1974,1,60,3,12.4177417331643
"1974-03-02",1974,2,61,3,14.0685171734381
"1974-03-03",1974,3,62,3,14.013187132959
"1974-03-04",1974,4,63,3,13.7733667398755
"1974-03-05",1974,5,64,3,10.4647871291478
"1974-03-06",1974,6,65,3,9.53413419613935
"1974-03-07",1974,7,66,3,8.20295991190092
"1974-03-08",1974,8,67,3,-0.702240058864707
"1974-03-09",1974,9,68,3,-1.442960012337
"1974-03-10",1974,10,69,3,13.4049958803233
"1974-03-11",1974,11,70,3,15.5408542398474
"1974-03-12",1974,12,71,3,5.92481767288703
"1974-03-13",1974,13,72,3,6.38118010600997
"1974-03-14",1974,14,73,3,0.379596567739533
"1974-03-15",1974,15,74,3,10.5324864281231
"1974-03-16",1974,16,75,3,-0.59821229725236
"1974-03-17",1974,17,76,3,9.80998573332324
"1974-03-18",1974,18,77,3,12.7353717987518
"1974-03-19",1974,19,78,3,1.55347494702054
"1974-03-20",1974,20,79,3,6.71571660357196
"1974-03-21",1974,21,80,3,6.71261711729044
"1974-03-22",1974,22,81,3,10.9654183977435
"1974-03-23",1974,23,82,3,6.74928402309755
"1974-03-24",1974,24,83,3,11.154656729556
"1974-03-25",1974,25,84,3,6.39679772735301
"1974-03-26",1974,26,85,3,8.19145393007355
"1974-03-27",1974,27,86,3,19.2744836298173
"1974-03-28",1974,28,87,3,7.59660606398134
"1974-03-29",1974,29,88,3,18.7284378539594
"1974-03-30",1974,30,89,3,7.05815619328803
"1974-03-31",1974,31,90,3,18.0066997158014
"1974-04-01",1974,1,91,4,15.7034590131435
"1974-04-02",1974,2,92,4,17.9899776019912
"1974-04-03",1974,3,93,4,10.0206255418191
"1974-04-04",1974,4,94,4,5.68430111701526
"1974-04-05",1974,5,95,4,18.252227932833
"1974-04-06",1974,6,96,4,10.326536762255
"1974-04-07",1974,7,97,4,13.3207591198398
"1974-04-08",1974,8,98,4,6.60724686552664
"1974-04-09",1974,9,99,4,1.44666067450476
"1974-04-10",1974,10,100,4,7.30561400558168
"1974-04-11",1974,11,101,4,11.0737029846058
"1974-04-12",1974,12,102,4,2.47103639789179
"1974-04-13",1974,13,103,4,15.6872240707394
"1974-04-14",1974,14,104,4,13.158633654615
"1974-04-15",1974,15,105,4,2.28270855855621
"1974-04-16",1974,16,106,4,7.52211513788678
"1974-04-17",1974,17,107,4,12.1844989705139
"1974-04-18",1974,18,108,4,12.1188165272677
"1974-04-19",1974,19,109,4,4.38589709049581
"1974-04-20",1974,20,110,4,13.0525642882639
"1974-04-21",1974,21,111,4,1.25110163875509
"1974-04-22",1974,22,112,4,10.2140360447013
"1974-04-23",1974,23,113,4,10.254943714943
"1974-04-24",1974,24,114,4,21.4417893728624
"1974-04-25",1974,25,115,4,5.54411827317723
"1974-04-26",1974,26,116,4,13.7712604999018
"1974-04-27",1974,27,117,4,14.4440441458319
"1974-04-28",1974,28,118,4,14.7479613012138
"1974-04-29",1974,29,119,4,7.18440627835274
"1974-04-30",1974,30,120,4,15.7141548340226
"1974-05-01",1974,1,121,5,6.93113155837078
"1974-05-02",1974,2,122,5,17.7727797272682
"1974-05-03",1974,3,123,5,10.7768006047451
"1974-05-04",1974,4,124,5,12.2041688633497
"1974-05-05",1974,5,125,5,1.68225545623515
"1974-05-06",1974,6,126,5,1.48405718819903
"1974-05-07",1974,7,127,5,8.9733241586997
"1974-05-08",1974,8,128,5,5.04670304914914
"1974-05-09",1974,9,129,5,10.6988716435049
"1974-05-10",1974,10,130,5,-0.989612736539428
"1974-05-11",1974,11,131,5,13.3503100134807
"1974-05-12",1974,12,132,5,4.27583140898642
"1974-05-13",1974,13,133,5,1.2504292050652
"1974-05-14",1974,14,134,5,5.69030832930121
"1974-05-15",1974,15,135,5,26.2001323148008
"1974-05-16",1974,16,136,5,23.3757925800571
"1974-05-17",1974,17,137,5,0.610011991253598
"1974-05-18",1974,18,138,5,2.451545091721
"1974-05-19",1974,19,139,5,10.1522559217002
"1974-05-20",1974,20,140,5,15.5290195327368
"1974-05-21",1974,21,141,5,7.06626442697342
"1974-05-22",1974,22,142,5,5.6156870876108
"1974-05-23",1974,23,143,5,6.63438544504905
"1974-05-24",1974,24,144,5,8.377308190894
"1974-05-25",1974,25,145,5,7.18791284783588
"1974-05-26",1974,26,146,5,9.11216891611577
"1974-05-27",1974,27,147,5,23.109585557996
"1974-05-28",1974,28,148,5,9.13392274065462
"1974-05-29",1974,29,149,5,12.9546096732038
"1974-05-30",1974,30,150,5,15.5664464202509
"1974-05-31",1974,31,151,5,7.8458721983457
"1974-06-01",1974,1,152,6,8.94303624492279
"1974-06-02",1974,2,153,6,-0.319153228424424
"1974-06-03",1974,3,154,6,10.9228579410222
"1974-06-04",1974,4,155,6,6.91541225442916
"1974-06-05",1974,5,156,6,11.7951341672495
"1974-06-06",1974,6,157,6,-1.08692419167272
"1974-06-07",1974,7,158,6,0.894890986661654
"1974-06-08",1974,8,159,6,12.466258684394
"1974-06-09",1974,9,160,6,8.67117114827476
"1974-06-10",1974,10,161,6,3.16298594728337
"1974-06-11",1974,11,162,6,13.6582198540718
"1974-06-12",1974,12,163,6,5.45656582004488
"1974-06-13",1974,13,164,6,17.3013916070846
"1974-06-14",1974,14,165,6,1.38292955462365
"1974-06-15",1974,15,166,6,3.05761330946896
"1974-06-16",1974,16,167,6,24.1694813750886
"1974-06-17",1974,17,168,6,12.7301064551929
"1974-06-18",1974,18,169,6,13.6969173304384
"1974-06-19",1974,19,170,6,9.51337850585087
"1974-06-20",1974,20,171,6,8.46211639692557
"1974-06-21",1974,21,172,6,12.6179928147029
"1974-06-22",1974,22,173,6,0.359410380500975
"1974-06-23",1974,23,174,6,4.66529352037254
"1974-06-24",1974,24,175,6,1.46755450149426
"1974-06-25",1974,25,176,6,7.22701372225072
"1974-06-26",1974,26,177,6,11.0450848744693
"1974-06-27",1974,27,178,6,6.47807734954938
"1974-06-28",1974,28,179,6,21.202439952737
"1974-06-29",1974,29,180,6,-0.722734506765059
"1974-06-30",1974,30,181,6,9.7158788255559
"1974-07-01",1974,1,182,7,6.95554432388968
"1974-07-02",1974,2,183,7,2.1815423371729
"1974-07-03",1974,3,184,7,5.64134011331167
"1974-07-04",1974,4,185,7,5.60929166728558
"1974-07-05",1974,5,186,7,10.97484879571
"1974-07-06",1974,6,187,7,17.4098429290835
"1974-07-07",1974,7,188,7,23.2754757207407
"1974-07-08",1974,8,189,7,18.8896169927003
"1974-07-09",1974,9,190,7,17.847705572356
"1974-07-10",1974,10,191,7,4.65304793503839
"1974-07-11",1974,11,192,7,19.7614634026677
"1974-07-12",1974,12,193,7,8.17076895943679
"1974-07-13",1974,13,194,7,7.82458310680476
"1974-07-14",1974,14,195,7,17.56997253511
"1974-07-15",1974,15,196,7,4.25158823349661
"1974-07-16",1974,16,197,7,0.912281664566526
"1974-07-17",1974,17,198,7,13.7319093747588
"1974-07-18",1974,18,199,7,5.97484566819884
"1974-07-19",1974,19,200,7,2.76456799584952
"1974-07-20",1974,20,201,7,12.1095523495738
"1974-07-21",1974,21,202,7,7.28505483463112
"1974-07-22",1974,22,203,7,6.79143593459334
"1974-07-23",1974,23,204,7,4.63656134195485
"1974-07-24",1974,24,205,7,19.276453904917
"1974-07-25",1974,25,206,7,8.70867767253636
"1974-07-26",1974,26,207,7,5.05047886978151
"1974-07-27",1974,27,208,7,13.4832711630603
"1974-07-28",1974,28,209,7,10.5444231369929
"1974-07-29",1974,29,210,7,13.2501044573958
"1974-07-30",1974,30,211,7,9.68036075321258
"1974-07-31",1974,31,212,7,0.556634686217842
"1974-08-01",1974,1,213,8,14.1824824180171
"1974-08-02",1974,2,214,8,20.6435779278872
"1974-08-03",1974,3,215,8,17.657270330633
"1974-08-04",1974,4,216,8,14.8356378087917
"1974-08-05",1974,5,217,8,4.12455763577065
"1974-08-06",1974,6,218,8,13.4215226373215
"1974-08-07",1974,7,219,8,4.31487166828458
"1974-08-08",1974,8,220,8,9.11695434657236
"1974-08-09",1974,9,221,8,7.85289681655019
"1974-08-10",1974,10,222,8,6.46944074026259
"1974-08-11",1974,11,223,8,19.7986193657167
"1974-08-12",1974,12,224,8,13.4190010496946
"1974-08-13",1974,13,225,8,18.85485803414
"1974-08-14",1974,14,226,8,4.09151927304429
"1974-08-15",1974,15,227,8,7.79252364969554
"1974-08-16",1974,16,228,8,10.0153686601197
"1974-08-17",1974,17,229,8,4.12660989486377
"1974-08-18",1974,18,230,8,13.4736975719781
"1974-08-19",1974,19,231,8,15.6048499725594
"1974-08-20",1974,20,232,8,4.69312353384701
"1974-08-21",1974,21,233,8,15.322279331046
"1974-08-22",1974,22,234,8,8.27234929000002
"1974-08-23",1974,23,235,8,18.7744146165936
"1974-08-24",1974,24,236,8,11.5788581046729
"1974-08-25",1974,25,237,8,12.0816430200381
"1974-08-26",1974,26,238,8,10.2536278636262
"1974-08-27",1974,27,239,8,2.99156708792938
"1974-08-28",1974,28,240,8,6.33355965126075
"1974-08-29",1974,29,241,8,7.34007938314402
"1974-08-30",1974,30,242,8,15.7387870159095
"1974-08-31",1974,31,243,8,1.54346665371566
"1974-09-01",1974,1,244,9,8.22336681481755
"1974-09-02",1974,2,245,9,27.6038905405853
"1974-09-03",1974,3,246,9,7.33929943652893
"1974-09-04",1974,4,247,9,6.19741524454827
"1974-09-05",1974,5,248,9,1.85500735561014
"1974-09-06",1974,6,249,9,11.9067696432245
"1974-09-07",1974,7,250,9,1.41758479827519
"1974-09-08",1974,8,251,9,4.34283272516895
"1974-09-09",1974,9,252,9,6.29143287771376
"1974-09-10",1974,10,253,9,13.8328567382422
"1974-09-11",1974,11,254,9,15.0863701790585
"1974-09-12",1974,12,255,9,19.9030878261345
"1974-09-13",1974,13,256,9,7.44630165539553
"1974-09-14",1974,14,257,9,14.0269971724826
"1974-09-15",1974,15,258,9,7.03119238525566
"1974-09-16",1974,16,259,9,8.08502995750179
"1974-09-17",1974,17,260,9,6.29744110450021
"1974-09-18",1974,18,261,9,11.9922200851658
"1974-09-19",1974,19,262,9,6.57720335288685
"1974-09-20",1974,20,263,9,13.7306826291486
"1974-09-21",1974,21,264,9,12.3685084064508
"1974-09-22",1974,22,265,9,7.56932033904132
"1974-09-23",1974,23,266,9,13.9248651074672
"1974-09-24",1974,24,267,9,15.1056124103253
"1974-09-25",1974,25,268,9,4.2004208635266
"1974-09-26",1974,26,269,9,11.5538667717686
"1974-09-27",1974,27,270,9,6.33501128801587
"1974-09-28",1974,28,271,9,4.11221823664837
"1974-09-29",1974,29,272,9,-5.12419899999286
"1974-09-30",1974,30,273,9,15.6093523499853
"1974-10-01",1974,1,274,10,10.7172195365185
"1974-10-02",1974,2,275,10,10.9443417344629
"1974-10-03",1974,3,276,10,10.7215892221602
"1974-10-04",1974,4,277,10,15.6848838657367
"1974-10-05",1974,5,278,10,17.2844939829713
"1974-10-06",1974,6,279,10,7.19171837562228
"1974-10-07",1974,7,280,10,11.6783255574615
"1974-10-08",1974,8,281,10,10.6614344432193
"1974-10-09",1974,9,282,10,17.7083186716606
"1974-10-10",1974,10,283,10,10.9845481740804
"1974-10-11",1974,11,284,10,11.4805179970678
"1974-10-12",1974,12,285,10,10.134977693798
"1974-10-13",1974,13,286,10,20.1931707874938
"1974-10-14",1974,14,287,10,16.984464256104
"1974-10-15",1974,15,288,10,9.01790520814551
"1974-10-16",1974,16,289,10,7.36567950070033
"1974-10-17",1974,17,290,10,8.26784306179284
"1974-10-18",1974,18,291,10,9.16870959936395
"1974-10-19",1974,19,292,10,1.73236652863668
"1974-10-20",1974,20,293,10,10.5254001021815
"1974-10-21",1974,21,294,10,11.1498025172948
"1974-10-22",1974,22,295,10,18.4327231299606
"1974-10-23",1974,23,296,10,9.06747281030716
"1974-10-24",1974,24,297,10,12.2131328158207
"1974-10-25",1974,25,298,10,5.30503003684196
"1974-10-26",1974,26,299,10,3.40496110913437
"1974-10-27",1974,27,300,10,6.67299028580255
"1974-10-28",1974,28,301,10,5.35869761904052
"1974-10-29",1974,29,302,10,11.1587971359787
"1974-10-30",1974,30,303,10,3.05800187004148
"1974-10-31",1974,31,304,10,17.561221782602
"1974-11-01",1974,1,305,11,9.67961869702387
"1974-11-02",1974,2,306,11,-0.577944361715975
"1974-11-03",1974,3,307,11,6.62658152902537
"1974-11-04",1974,4,308,11,22.9089047700048
"1974-11-05",1974,5,309,11,10.4769482787279
"1974-11-06",1974,6,310,11,7.59931828419393
"1974-11-07",1974,7,311,11,15.2205557872447
"1974-11-08",1974,8,312,11,6.13028126671051
"1974-11-09",1974,9,313,11,15.696905959181
"1974-11-10",1974,10,314,11,14.9698974736172
"1974-11-11",1974,11,315,11,8.39231172978989
"1974-11-12",1974,12,316,11,11.033796197661
"1974-11-13",1974,13,317,11,12.3847061248996
"1974-11-14",1974,14,318,11,8.75787440476788
"1974-11-15",1974,15,319,11,4.09465599466573
"1974-11-16",1974,16,320,11,3.41906526560651
"1974-11-17",1974,17,321,11,6.55644387782339
"1974-11-18",1974,18,322,11,14.0002289770148
"1974-11-19",1974,19,323,11,3.13807954601076
"1974-11-20",1974,20,324,11,15.3739939434563
"1974-11-21",1974,21,325,11,14.3637300945179
"1974-11-22",1974,22,326,11,18.0442793470488
